ntdid,Legacy NTD ID,name,Reporter Acronym,Doing Business As,Reporter Status,reporter,Reporting Module,Organization Type,Reported By NTD ID,Reported by Name,Subrecipient Type,FY End Date,Original Due Date,Address Line 1,Address Line 2,P.O. Box,city,state,zipcode,zipext,region,URL,FTA Recipient ID,Duns Number,Service Area Sq Miles,Service Area Pop,Primary UZA,UZA Name,Tribal Area Name,Population,Density,Sq Miles,Required Reporter,VOMS DO,VOMS PT,Total VOMS,Volunteer Drivers,Personal Vehicles
90214,9214,City of Redondo Beach - Beach Cities Transit,BCT,,Active,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2016,10/31/2016,415 Diamond Street,,,Redondo Beach,CA,90277,,9,http://www.redondo.org/,1685,74151986,13,"67,233",2,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",Y,,14,14,,
90215,9215,Carson Area Metropolitan Planning Organization,CAMPO,,Active,Reduced Reporter,Urban,"MPO, COG or Other Planning Agency",,,,6/30/2016,10/31/2016,3505 Butti Way,,,Carson City,NV,89701,3498,9,www.carsonareampo.com/,6825,827483202,26,"53,859",454,"Carson City, NV",,"58,079","2,516",23,Y,,8,8,,
90217,9217,City of Manteca,,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2016,10/31/2016,1001 W Center St,,,Manteca,CA,95337,,9,http://www.ci.manteca.ca.us/mantecatransit/index.htm/,6422,4952149,21,"73,787",345,"Manteca, CA",,"83,578","3,828",22,Y,,7,7,,
90218,9218,Riverside County Transportation Commission,RCTC 5307 Recipient,,Active,Building Reporter,Urban,"MPO, COG or Other Planning Agency",,,,6/30/2016,10/31/2016,4080 Lemon Street,3rd Floor,12008,Riverside,CA,92502,2208,9,http://www.rctc.org/,5807,364457663,,,22,"Riverside-San Bernardino, CA",,"1,932,666","3,546",545,N,,,,,
90219,9219,Northern Arizona Intergovernmental Public Transportation Authority,NAIPTA,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2016,10/31/2016,3773 N Kaspar Ave,,,Flagstaff,AZ,86004,2310,9,http://www.naipta.az.gov/,6743,189189736,29,"65,760",384,"Flagstaff, AZ",,"71,957","2,066",35,Y,24,8,32,,
90220,9220,City of Folsom,FSL,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2016,10/31/2016,50 Natoma Street,,,Folsom,CA,95630,,9,http://www.folsom.ca.us/depts/admin/transit_division.asp/,1659,4949475,24,"72,203",28,"Sacramento, CA",,"1,723,634","3,660",471,N,11,,11,,
90222,9222,Pima Association of Governments,PAG,,Active,Full Reporter,Urban,"MPO, COG or Other Planning Agency",,,,6/30/2016,10/31/2016,I E. Broadway Blvd.,4th floor,,Tucson,AZ,85701,,9,http://www.pagnet.org/,,82891821,"9,189","843,746",52,"Tucson, AZ",,"843,168","2,385",353,,,30,30,,
90223,9223,"Paratransit, Inc.",,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2016,10/31/2016,,,231100,Sacramento,CA,95823,401,9,http://www.paratransit.org/,,38278768,231,"1,035,779",28,"Sacramento, CA",,"1,723,634","3,660",471,Y,93,41,134,,
90225,9225,San Francisco Bay Area Water Emergency Transportation Authority,WETA,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2016,10/31/2016,Pier 9,Suite 111,,San Francisco,CA,94111,,9,http://www.watertransit.org/,6570,829410518,127,"281,832",13,"San Francisco-Oakland, CA",,"3,281,212","6,266",524,Y,,10,10,,
90226,9226,Imperial County Transportation Commission,ICTC,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2016,10/31/2016,1405 North Imperial Avenue,Suite 1,,El Centro,CA,92243,,9,http://www.imperialctc.org/,7016,962295379,425,"174,610",289,"El Centro-Calexico, CA",,"107,672","3,590",30,Y,,26,26,,
90227,9227,City of Moorpark,MCT,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2016,10/31/2016,799 Moorpark Avenue,,,Moorpark,CA,93021,,9,http://www.moorparkca.gov/,,628053464,12,"34,421",168,"Thousand Oaks, CA",,"214,811","2,509",86,Y,,2,2,,
90229,9229,El Dorado County Transit Authority,EDCTA,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2016,10/31/2016,6565 Commerce Way,,,Diamond Springs,CA,95619,9454,9,http://www.eldoradotransit.com/,,166679469,"1,551","162,943",28,"Sacramento, CA",,"1,723,634","3,660",471,Y,32,,32,,
90230,9230,California Vanpool Authority,CalVans,,Active,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2016,10/31/2016,1340 North Drive,,,Hanford,CA,93230,,9,http://www.CalVans.org/,,78361042,857,"3,063,956",333,"Hanford, CA",,"87,941","3,170",28,Y,548,,548,,
90231,9231,City of Irvine,COI,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2016,10/31/2016,1 Civic Center Plaza,,19575,Irvine,CA,92623,9575,9,http://www.cityofirvine.org/,,72511363,66,"250,384",2,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",N,,14,14,,
90232,9232,Solano County Transit,SolTrans,,Active,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2016,10/31/2016,311 Sacramento Street,,,Vallejo,CA,94590,,9,http://www.soltransride.com/,7100,968711791,57,"234,127",203,"Vallejo, CA",,"165,074","3,929",42,Y,,40,40,,
90233,9233,Yuma County Intergovernmental Public Transportation Authority,YCAT,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2016,10/31/2016,2715 East 14 Street,,,Yuma,AZ,85365,1900,9,http://www.ycipta.az.gov/,7102,969144521,78,"195,751",238,"Yuma, AZ-CA",,"135,267","2,300",59,Y,,54,54,,
90234,9234,Marin County Transit District,,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2016,10/31/2016,"711 Grand Avenue, Suite 110",,,San Rafael,CA,94901,,9,http://marintransit.org/,,828720842,520,"258,365",13,"San Francisco-Oakland, CA",,"3,281,212","6,266",524,N,,82,82,,
90235,9235,City of Lincoln,COL,,Active,Separate Service,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2016,10/31/2016,600 Sixth Street,,,Lincoln,CA,95648,,9,http://www.ci.lincoln.ca.us/,,4949160,,,28,"Sacramento, CA",,"1,723,634","3,660",471,,,,,,
90236,9236,Stanislaus County Public Works - Transit,StaRT,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2016,10/31/2016,1010 10th Street    Suite 4204,,,Modesto,CA,95354,,9,http://www.srt.org/,,786417535,"1,492","540,214",105,"Modesto, CA",,"358,172","3,898",92,Y,,27,27,,
90238,9238,City of Delano,DART,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2016,10/31/2016,1015 Eleventh Avenue,,3010,Delano,CA,93216,,9,http://www.cityofdelano.org/,,101560832,50,"52,000",471,"Delano, CA",,"54,372","5,483",10,N,9,,9,,
90239,9239,City of Sierra Vista,,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2016,10/31/2016,1011 N Coronado Drive,,,Sierra Vista,AZ,85635,6334,9,http://www.VistaTransit.org/,,72437031,152,"45,166",480,"Sierra Vista, AZ",,"52,745","1,742",30,Y,8,,8,,
90241,9241,County of Maui - Dept. of Transportation,MDOT,,Active,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2016,10/31/2016,2145 Kaohu Street,Suite 102,,Wailuku,HI,96793,,9,http://www.mauicounty.gov/,,77680155,727,"78,110",463,"Kahului, HI",,"55,934","3,354",17,Y,,79,79,,
90242,9242,Las Vegas Monorail Company,LVMC,,Active,Full Reporter,Urban,Private-Non-Profit Corporation,,,,12/31/2016,4/30/2017,3900 Paradise Rd.,Suite 260,,Las Vegas,NV,89169,,9,http://www.lvmonorail.com/,,964030824,280,"1,785,303",23,"Las Vegas-Henderson, NV",,"1,886,011","4,525",417,N,24,,24,,
90243,9243,Easy Lift Transportation,,,Active,Reduced Reporter,Urban,Private-Non-Profit Corporation,,,,6/30/2016,10/31/2016,53 Cass Place,Suite D,,Goleta,CA,93117,,9,http://www.easylift.org/,,55111769,54,"178,200",184,"Santa Barbara, CA",,"195,861","3,507",56,,25,,25,,
90244,9244,City of Tulare,TIME,,Active,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2016,10/31/2016,411 East Kern Ave,,,Tulare,CA,93274,,9,http://www.ci.tulare.ca.us/local_government/departments/administrative_services/transit.htm/,,20018339,21,"63,515",162,"Visalia, CA",,"219,454","3,460",63,Y,,10,10,,
90246,,City of Agoura Hills,,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2016,10/31/2016,30001 Ladyface Court,,,Agoura Hills,CA,91301,,9,http://ci.agoura-hills.ca.us/visitors/alternative-transportation,0,115500480,8,"20,330",2,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,,6,6,,
90247,,City of Alhambra,ALH,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2016,10/31/2016,111 South First Street,,,Alhambra,CA,91801,,9,www.cityofalhambra.org,0,30713652,8,"83,089",2,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,,17,17,,
90249,,City of Avalon,,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2016,10/31/2016,410 Avalon Canyon Road,,707,Avalon,CA,90704,,9,www.cityofavalon.com,0,79623955,1,"3,801",2,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,,17,17,,
90250,,City of Azusa,,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2016,10/31/2016,213 E. Foothill Blvd.,,,Azusa,CA,91702,,9,www.ci.azusa.ca.us,0,40371361,9,"46,361",2,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,6,,6,,
90251,,"City of Baldwin Park, Baldwin Park Transit",,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2016,10/31/2016,14403 E. pacific Avenue,,,Baldwin Park,CA,91706,,9,https://www.baldwinpark.com/,0,962919770,7,"76,056",2,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,,8,8,,
90252,,City of Bell,Bell,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2016,10/31/2016,6250 Pine Ave.,,,Bell,CA,90201,,9,www.cityofbell.org,0,956000677,3,"35,731",2,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,,9,9,,
90253,,City of Bell Gardens,BG,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2016,10/31/2016,7100 Garfield Ave,,,Bell Gardens,CA,90201,,9,www.bellgardens.org,,4947685,2,"42,889",2,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,,6,6,,
90254,,City of Bellflower,BLF,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2016,10/31/2016,1660 Civic Center Drive,,,Bellflower,CA,90706,,9,www.bellflower.org,0,76209873,6,"78,106",2,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,,4,4,,
90255,,City of Beverly Hills,,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2016,10/31/2016,455 North Rexford Drive,,,Beverly Hills,CA,90210,,9,www.beverlyhills.org,,75292003,6,"34,833",2,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,,4,4,,
90256,,City of Burbank,,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2016,10/31/2016,150 North Third Street,,,Burbank,CA,91502,,9,www.burbankca.gov,0,71906432,17,"105,319",2,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,,14,14,,
90257,,City of Calabasas,COC,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2016,10/31/2016,100 Civic Center Way,,,Calabasas,CA,91302,,9,www.cityofcalabasas.com,0,804742310,13,"24,153",2,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,,12,12,,
90258,,City of Carson,,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2016,10/31/2016,801 E. Carson Street,,,Carson,CA,90745,,9,ci.carson.ca.us,0,78806056,19,"91,714",2,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,,15,15,,
90259,,City of Cerritos,,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2016,10/31/2016,18125 Bloomfield Avenue,,,Cerritos,CA,90703,,9,www.cerritos.us,0,940944531,9,"50,004",2,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,,15,15,,
90260,,Compton Renaissance Transit Service,CRT,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2016,10/31/2016,205 South Willowbrook Avenue,,,Compton,CA,90220,,9,www.comptoncity.org,0,76248335,10,"96,455",2,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,2,5,7,,
90261,,City of Covina,,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2016,10/31/2016,125 E. College Street,,,Covina,CA,91723,,9,www.covinaca.gov,0,933584278,8,"48,508",2,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,,4,4,,
90262,,City of Cudahy,COC,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2016,10/31/2016,5220 Santa Ana St.,,,Cudahy,CA,90201,,9,www.cityofcudahy.com,,91419028,1,"24,103",2,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,,6,6,,
90263,,City of Downey,,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2016,10/31/2016,11111 Brookshire Ave.,,,Downey,CA,90241,,9,www.downeyca.org,0,44055523,13,"110,000",2,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,10,6,16,,
90264,,City of Duarte,,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2016,10/31/2016,1600 Huntington Drive,,,Duarte,CA,91010,,9,www.accessduarte.com,0,70650452,7,"21,724",2,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,2,,2,,
90265,,City of El Monte Transportation Division,,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2016,10/31/2016,3990 Arden Drive,,,El Monte,CA,91731,,9,http://www.ci.el-monte.ca.us/Government/PublicWorks/Transportation.aspx,0,,10,"201,889",2,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,3,10,13,,
90266,,City of Glendora,,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2016,10/31/2016,116 E. Foothill Blvd.,,,Glendora,CA,91741,,9,www.cityofglendora.org/transportation,0,76191600,19,"51,290",2,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,,13,13,,
90267,,City of Huntington Park,HPCA,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2016,10/31/2016,6550 Miles Avenue,,,Huntington Park,CA,90255,,9,www.hpca.gov,0,700657085,3,"59,430",2,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,,17,17,,
90268,,City of Inglewood,,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2016,10/31/2016,One Manchester Blvd.,,,Inglewood,CA,90301,,9,www.cityofinglewood.org,0,74118456,21,"220,857",2,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,9,8,17,,
90269,,Los Angeles County Dept. of Public Works - Athens Shuttle Service,,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2016,10/31/2016,900 South Fremont Avenue,"Transit Operations, 9th Floor",1460,Alhambra,CA,91802,,9,www.lagobus.info,0,99446254,25,"23,159",2,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,,1,1,,
90270,,Los Angeles County Department of Public Works - Avocado Heights,LACDPW,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2016,10/31/2016,900 S. Fremont Ave.,,,Alhambra,CA,91803,,9,www.dpw.lacounty.gov,0,,9,"15,500",2,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,,1,1,,
90271,,Los Angeles County Department of Public Works - East L.A.,LACDPW,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2016,10/31/2016,900 S. Fremont Ave.,,,Alhambra,CA,91803,,9,www.dpw.lacounty.gov,0,99446254,8,"126,496",2,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,,13,13,,
90272,,Los Angeles County Department of Public Works - East Valinda,LACDPW,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2016,10/31/2016,900 S. Fremont Ave.,,,Alhambra,CA,91803,,9,www.dpw.lacounty.gov,0,99446254,15,"22,822",2,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,,1,1,,
90273,,Los Angeles County Dept. of Public Works - Florence-Firestone,LACDPW,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2016,10/31/2016,900 S. Fremont Ave.,,,Alhambra,CA,91803,,9,www.dpw.lacounty.gov,0,,7,"63,387",2,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,,2,2,,
90274,,Los Angeles County Dept. of Public Works - King Medical Center Shuttle Service,,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2016,10/31/2016,900 South Fremont Avenue,"Transit Operations, 9th Floor",1460,Alhambra,CA,91802,,9,www.lagobus.info,0,99446254,49,"12,358",2,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,,1,1,,
90275,,Los Angeles County Dept. of Public Works - Lennox Shuttle,,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2016,10/31/2016,900 South Fremont Avenue,"Transit Operations, 9th Floor",1460,Alhambra,CA,91802,,9,www.lagobus.info,0,99446254,16,"27,897",2,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,,1,1,,
90276,,Los Angeles County Department of Public Works - South Whittier,LACDPW,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2016,10/31/2016,900 S. Fremont Avenue,,,Alhambra,CA,91803,,9,www.dpw.lacounty.gov,0,,5,"57,156",2,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,,4,4,,
90277,,Los Angeles County Department of Public Works - Whittier,LACDPW,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2016,10/31/2016,900 S. Fremont Avenue,,,Alhambra,CA,91803,,9,www.dpw.lacounty.gov,0,45578353,42,"284,527",2,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,,9,9,,
90278,,Los Angeles County Dept. of Public Works - Willowbrook Shuttle,,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2016,10/31/2016,900 South Fremont Avenue,,,Alhambra,CA,91802,,9,http://dpw.lacounty.gov/transit,,99446254,36,"24,798",2,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,,2,2,,
