ntdid,Legacy NTD ID,name,Reporter Acronym,Doing Business As,Reporter Status,reporter,mode,Organization Type,Reported By NTD ID,Reported by Name,Subrecipient Type,FY End Date,Original Due Date,Address Line 1,Address Line 2,city,state,zipcode,zipext,P.O. Box,region,URL,FTA Recipient ID,Duns Number,Service Area Sq Miles,Service Area Pop,Primary UZA,UZA Name,Tribal Area Name,Population,Density,Sq Miles,Required Reporter,VOMS DO,VOMS PT,Total VOMS,Volunteer Drivers,Personal Vehicles
88188,8T14,Crow Tribe of Indians,,,Active,Reduced Reporter,Tribe,Tribe, ,,,9/30/2015,1/31/2016,P. O. Box 159,,Crow Agency,MT,59022,,,8,N/A,7033,63730261,,,0,Montana Non-UZA,"Crow Reservation and Off-Reservation Trust Land, MT",0,0,0,,6,,6,,
88194,8T16,Yankton Sioux Tribe,,,Active,Reduced Reporter,Tribe,Tribe, ,,,9/30/2015,1/31/2016,800 Main SW,,Wagner,SD,57380,,1153,8,http://www.yanktonsiouxtribe.com/,,122118409,,,0,South Dakota Non-UZA,"Yankton Reservation, SD",0,0,0,,4,,4,,
88200,8T19,Ute Tribe,,,Active,Reduced Reporter,Tribe,Tribe, ,,,9/30/2015,1/31/2016,P.O. Box  190,,Fort Duchesne,UT,84026,190,190,8,http://www.utetribe.com/,7309,73124562,,,0,Utah Non-UZA,"Uintah and Ouray Reservation and Off-Reservation Trust Land, UT",0,0,0,,3,,3,,
90001,9001,Regional Transportation Commission of Washoe County,RTC,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,6/30/2015,10/31/2015,2050 Villanova Drive,,Reno,NV,89520,,30002,9,http://www.rtcwashoe.com/,1669,167260892,136,"327,768",94,"Reno, NV-CA",,"392,141","2,386",164,Y,,181,181,,
90002,9002,City and County of Honolulu Department of Transportation Services,DTS,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,6/30/2015,10/31/2015,650 South King Street,Third Floor,Honolulu,HI,96813,,,9,http://www.thebus.org/,1703,614644565,277,"953,207",54,"Urban Honolulu, HI",,"802,459","4,716",170,Y,,799,799,,
90003,9003,San Francisco Bay Area Rapid Transit District,BART,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,6/30/2015,10/31/2015,300 Lakeside Drive,,Oakland,CA,94604,2688,12688,9,http://www.bart.gov/,1957,47409107,93,"833,762",13,"San Francisco-Oakland, CA",,"3,281,212","6,266",524,Y,534,4,538,,
90004,9004,Golden Empire Transit District,GET,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,6/30/2015,10/31/2015,1830 Golden State Avenue,,Bakersfield,CA,93301,,,9,http://www.getbus.org/,1695,75302935,98,"489,132",79,"Bakersfield, CA",,"523,994","3,785",138,Y,81,,81,,
90005,9T05,Navajo Nation,NTS,,Active,Reduced Reporter,Tribe,Tribe, ,,,9/30/2015,1/31/2016,PO Drawer 1330,,Window Rock,AZ,86515,,,9,http://www.navajotransit.com/,6720,786807631,0,0,0,Arizona Non-UZA,"Navajo Nation Reservation and Off-Reservation Trust Land, AZ--NM--UT",0,0,0,,16,,16,,
90006,9006,Santa Cruz Metropolitan Transit District,SCMTD,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,6/30/2015,10/31/2015,110 Vernon Street,,Santa Cruz,CA,95060,,,9,http://www.scmtd.com/,1675,92207398,446,"254,538",204,"Santa Cruz, CA",,"163,703","2,806",58,Y,112,6,118,,
90007,9007,Modesto Area Express,MAX,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,6/30/2015,10/31/2015,1010 Tenth Street,,Modesto,CA,95354,,642,9,http://www.modestoareaexpress.com/,1656,60125051,59,"253,607",105,"Modesto, CA",,"358,172","3,898",92,Y,,64,64,,
90008,9008,Santa Monica's Big Blue Bus,Big Blue Bus ,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,6/30/2015,10/31/2015,1660 Seventh Street ,,Santa Monica,CA,90401,3324,,9,http://www.bigbluebus.com/,1664,833665896,51,"458,506",2,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",Y,157,6,163,,
90009,9009,San Mateo County Transit District,SamTrans,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,6/30/2015,10/31/2015,1250 San Carlos Avenue,,San Carlos,CA,94070,1306,3006,9,http://www.samtrans.com/,1671,60139359,97,"737,100",13,"San Francisco-Oakland, CA",,"3,281,212","6,266",524,Y,192,171,363,,
90010,9010,Torrance Transit System,TTS,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,6/30/2015,10/31/2015,20500 Madrona Avenue,,Torrance,CA,90503,,,9,http://Transit.TorranceCA.Gov/,1666,136190357,103,"606,847",2,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",Y,48,36,84,,
90011,9T11,Reno-Sparks Indian Colony,RSIC,,Active,Reduced Reporter,Tribe,Tribe, ,,,12/31/2015,4/30/2016,34 Reservation Road,,Reno,NV,89502,1230,,9,http://www.rsic.org/,6998,21179999,3,"1,127",0,Nevada Non-UZA,"Reno-Sparks Indian Colony, NV",0,0,0,,3,,3,,
90012,9012,San Joaquin Regional Transit District,RTD,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,6/30/2015,10/31/2015,PO Box 201010,,Stockton,CA,95201,,201010,9,http://www.sanjoaquinrtd.com/,1665,2250672,"1,426","735,364",102,"Stockton, CA",,"370,583","4,005",93,Y,47,55,102,,
90013,9013,Santa Clara Valley Transportation Authority,VTA,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,6/30/2015,10/31/2015,3331 North First Street,,San Jose,CA,95134,1927,,9,http://www.vta.org/,1674,92202837,346,"1,880,876",29,"San Jose, CA",,"1,664,496","5,820",286,Y,443,236,679,,
90014,9014,Alameda-Contra Costa Transit District,AC Transit,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,6/30/2015,10/31/2015,1600 Franklin Street,,Oakland,CA,94612,,,9,http://www.actransit.org/,1632,43236231,524,"1,425,275",13,"San Francisco-Oakland, CA",,"3,281,212","6,266",524,Y,466,201,667,,
90015,9015,San Francisco Municipal Railway,MUNI,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,6/30/2015,10/31/2015,1 South Van Ness Ave,8th Floor,San Francisco,CA,94103,5417,,9,http://www.sfmta.com/,1697,956617435,49,"836,620",13,"San Francisco-Oakland, CA",,"3,281,212","6,266",524,Y,808,716,"1,524",,
90016,9016,"Golden Gate Bridge, Highway and Transportation District",GGBHTD,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,6/30/2015,10/31/2015,Presidio Station,,San Francisco,CA,94129,601,9000,9,http://www.goldengate.org/,1701,58417718,145,"869,000",13,"San Francisco-Oakland, CA",,"3,281,212","6,266",524,Y,133,8,141,,
90017,9017,City of Santa Rosa,Santa Rosa CityBus,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,6/30/2015,10/31/2015,100 Santa Rosa Ave Room 6,,Santa Rosa,CA,95402,1678,1678,9,http://ci.santa-rosa.ca.us/,1677,71879464,51,"174,170",123,"Santa Rosa, CA",,"308,231","3,146",98,Y,22,11,33,,
90019,9019,Sacramento Regional Transit District,Sacramento RT,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,6/30/2015,10/31/2015,1400 29th Street,,Sacramento,CA,95812,2110,2110,9,http://www.sacrt.com/,1659,48947139,231,"1,035,779",28,"Sacramento, CA",,"1,723,634","3,660",471,Y,222,,222,,
90020,9020,Santa Barbara Metropolitan Transit District,SBMTD,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,6/30/2015,10/31/2015,550 Olive Street,,Santa Barbara,CA,93101,1610,,9,http://www.sbmtd.gov/,1673,57362535,84,"306,101",184,"Santa Barbara, CA",,"195,861","3,507",56,Y,91,,91,,
90022,9022,Norwalk Transit System,NTS,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,6/30/2015,10/31/2015,12700 Norwalk Boulevard,,Norwalk,CA,90650,,,9,http://www.ci.norwalk.ca.us/,1691,75279760,37,"637,365",2,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",Y,19,7,26,,
90023,9023,Long Beach Transit,LBT,,Active,Full Reporter,Full Reporter,Other Publicly-Owned or Privately Chartered Corporation, ,,,6/30/2015,10/31/2015,1963 East Anaheim Street,,Long Beach,CA,90801,731,,9,http://www.lbtransit.com/,1652,50125194,98,"796,609",2,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",Y,187,15,202,,
90024,9024,City of La Mirada Transit,LMT,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,6/30/2015,10/31/2015,13700 La Mirada Boulevard,,La Mirada,CA,90638,,,9,http://www.cityoflamirada.org/,1706,4947735,8,"48,761",2,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",Y,,7,7,,
90025,9T25,Karuk Tribe,,,Active,Reduced Reporter,Tribal Subsidy,Tribe, ,,,9/30/2015,1/31/2016,64236 Second Avenue,,Happy Camp,CA,96039,,1016,9,http://www.karuk.us/,,145307930,,,0,California Non-UZA,"Karuk Reservation and Off-Reservation Trust Land, CA",0,0,0,,,,,,
90026,9026,San Diego Metropolitan Transit System,MTS,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,6/30/2015,10/31/2015,1255 Imperial Avenue,Suite 1000,San Diego,CA,92101,,,9,http://www.sdmts.com/,2301,153682703,720,"2,462,707",15,"San Diego, CA",,"2,956,746","4,037",732,Y,312,420,732,,
90027,9027,Fresno Area Express,FAX,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,6/30/2015,10/31/2015,2223 G Street,,Fresno,CA,93706,1600,,9,http://www.fresno.gov/fax/,1649,169204872,133,"515,609",63,"Fresno, CA",,"654,628","3,822",171,Y,80,50,130,,
90029,9029,Omnitrans,OMNI,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,6/30/2015,10/31/2015,1700 West Fifth Street,,San Bernardino,CA,92411,,,9,http://www.omnitrans.org/,1681,81816050,463,"1,455,086",22,"Riverside-San Bernardino, CA",,"1,932,666","3,546",545,Y,145,103,248,,
90030,9030,North County Transit District,NCTD,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,6/30/2015,10/31/2015,810 Mission Avenue,,Oceanside,CA,92054,2825,,9,http://www.gonctd.com/,1690,20518361,403,"849,420",15,"San Diego, CA",,"2,956,746","4,037",732,Y,,230,230,,
90031,9031,Riverside Transit Agency,RTA,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,6/30/2015,10/31/2015,1825 Third Street,,Riverside,CA,92507,,59968,9,http://www.riversidetransit.com/,1686,81813461,"2,725","1,700,356",22,"Riverside-San Bernardino, CA",,"1,932,666","3,546",545,Y,92,168,260,,
90032,9032,City of Phoenix Public Transit Department dba Valley Metro,Valley Metro,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,6/30/2015,10/31/2015,302 North First Avenue,Suite 900,Phoenix,AZ,85003,1598,,9,http://www.valleymetro.org/,1683,136943524,519,"1,528,115",12,"Phoenix-Mesa, AZ",,"3,629,114","3,165","1,147",Y,,571,571,,
90033,9033,City of Tucson,COT,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,6/30/2015,10/31/2015,149 N Stone Ave - 2nd Floor ,,Tucson   ,AZ,85726,7210,27210,9,http://www.ci.tucson.az.us/,1667,866000266,239,"636,499",52,"Tucson, AZ",,"843,168","2,385",353,Y,338,,338,,
90034,9034,City of Glendale Transit,,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,6/30/2015,10/31/2015,6210 West Myrtle Avenue,Building S,Glendale,AZ,85301,,,9,http://www.glendaleaz.com/,,77523579,59,"226,721",12,"Phoenix-Mesa, AZ",,"3,629,114","3,165","1,147",Y,18,,18,,
90035,9035,Gold Coast Transit,GCT,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,6/30/2015,10/31/2015,301 E. Third St.,,Oxnard,CA,93030,6048,,9,http://www.goldcoasttransit.org/,1678,83021832,84,"367,260",103,"Oxnard, CA",,"367,260","4,352",84,Y,45,19,64,,
90036,9036,Orange County Transportation Authority,OCTA,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,6/30/2015,10/31/2015,550 South Main Street,,Orange,CA,92863,1584,14184,9,http://www.octa.net/,1682,153947940,465,"3,070,485",2,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",Y,299,"1,229","1,528",,
90039,9039,Culver City Municipal Bus Lines,Culver CityBus,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,6/30/2015,10/31/2015,4343 Duquesne Avenue,,Culver City,CA,90232,2941,,9,http://www.culvercity.org/,1647,63833651,33,"341,718",2,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",Y,46,3,49,,
90041,9041,Montebello Bus Lines,MBL,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,6/30/2015,10/31/2015,400 South Taylor Avenue,,Montebello,CA,90640,,,9,http://www.ridembl.com/,1657,66677386,151,"315,074",2,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",Y,59,45,104,,
90042,9042,City of Gardena Transportation Department,GMBL,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,6/30/2015,10/31/2015,13999 S. Western Ave.,,Gardena,CA,90249,3005,,9,http://www.ci.gardena.ca.us/,1640,155733629,40,"463,968",2,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",Y,50,,50,,
90043,9043,City of Commerce Municipal Buslines,CBL,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,6/30/2015,10/31/2015,2535 Commerce Way,,Commerce,CA,90040,,,9,http://ci.commerce.ca.us/,1650,76943018,11,"12,997",2,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",Y,14,,14,,
90044,9044,City of Arcadia Transit,Arcadia Transit,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,6/30/2015,10/31/2015,240 West Huntington Drive,,Arcadia,CA,91066,6021,60021,9,http://www.ci.arcadia.ca.us/,1633,82197278,11,"56,364",2,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",Y,,16,16,,
90045,9045,Regional Transportation Commission of Southern Nevada,RTC,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,6/30/2015,10/31/2015,600 South Grand Central Parkway,Suite 350,Las Vegas,NV,89106,4512,,9,http://www.rtcsnv.com/,1643,830233818,280,"2,008,655",23,"Las Vegas-Henderson, NV",,"1,886,011","4,525",417,Y,,660,660,,
90050,9050,Simi Valley Transit,SVT,,Active,Reduced Reporter,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,6/30/2015,10/31/2015,2929 Tapo Canyon Road,,Simi Valley,CA,93063,2199,,9,http://www.simivalley.org/,1865,76238211,47,"126,414",254,"Simi Valley, CA",,"125,206","3,983",31,Y,16,,16,,
90052,9052,City of Corona,CCTS,,Active,Reduced Reporter,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,6/30/2015,10/31/2015,400 South Vicentia Avenue,,Corona,CA,92882,,,9,http://www.CoronaTransit.com/,1638,170737589,41,"160,000",22,"Riverside-San Bernardino, CA",,"1,932,666","3,546",545,Y,,14,14,,
90061,9061,Yuba-Sutter Transit Authority,YSTA,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,6/30/2015,10/31/2015,2100 B Street,,Marysville,CA,95901,,,9,http://www.yubasuttertransit.com/,5058,172083438,817,"141,489",270,"Yuba City, CA",,"116,719","3,019",39,Y,,34,34,,
90062,9062,Monterey-Salinas Transit,MST,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,6/30/2015,10/31/2015,One Ryan Ranch Road,,Monterey,CA,93940,5795,,9,http://www.mst.org/,1688,73957813,280,"428,826",276,"Seaside-Monterey, CA",,"114,237","2,952",39,Y,54,49,103,,
90078,9078,Central Contra Costa Transit Authority,County Connection,COUNTY CONNECTION,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,6/30/2015,10/31/2015,2477 Arnold Industrial Way,,Concord,CA,94520,5327,,9,http://www.cccta.org/,2584,19569128,143,"540,067",66,"Concord, CA",,"615,968","3,023",204,Y,93,50,143,,
90079,9079,SunLine Transit Agency,SunLine,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,6/30/2015,10/31/2015,32-505 Harry Oliver Trail,,Thousand Palms,CA,92276,398,,9,http://www.sunline.org/,5057,87378915,"1,120","423,644",111,"Indio-Cathedral City, CA",,"345,580","2,403",144,Y,84,,84,,
90086,9086,City of Riverside Special Transportation,City of Riverside,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,6/30/2015,10/31/2015,3900 Main Street,,Riverside,CA,92522,144,,9,http://www.riversideca.gov/park_rec/seniors-transportation.asp/,2003,40502114,81,"303,871",22,"Riverside-San Bernardino, CA",,"1,932,666","3,546",545,Y,25,,25,,
90087,9087,Santa Maria Area Transit,SMAT,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,6/30/2015,10/31/2015,110 South Pine Street,Suite 101,Santa Maria,CA,93458,5082,,9,http://www.ci.santa-maria.ca.us/3075.html/,1870,99992505,34,"120,097",246,"Santa Maria, CA",,"130,447","4,479",29,Y,,28,28,,
90088,9088,Napa Valley Transportation Authority,NCTPA,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,6/30/2015,10/31/2015,625 Burnell St,,Napa,CA,94559,3420,,9,http://www.ridethevine.com/,5001,831725911,45,"138,000",342,"Napa, CA",,"83,913","3,250",26,Y,,43,43,,
90089,9089,Sonoma County Transit,SCT,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,6/30/2015,10/31/2015,355 West Robles Avenue,,Santa Rosa,CA,95407,,,9,http://www.sctransit.com/,2765,80126444,395,"500,225",123,"Santa Rosa, CA",,"308,231","3,146",98,Y,1,64,65,,
90090,9090,Yolo County Transportation District,YCTD,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,6/30/2015,10/31/2015,350 Industrial Way,,Woodland,CA,95776,,,9,http://www.yolobus.com/,5448,787290923,109,"528,880",28,"Sacramento, CA",,"1,723,634","3,660",471,Y,,49,49,,
90091,9091,City of Visalia - Visalia City Coach,Visalia Transit,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,6/30/2015,10/31/2015,"425 East Oak Avenue, Suite 201",,Visalia,CA,93291,,,9,http://www.ci.visalia.ca.us/,2581,30999866,36,"127,763",162,"Visalia, CA",,"219,454","3,460",63,Y,,41,41,,
90092,9092,City of Fairfield - Fairfield and Suisun Transit,FAST,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,6/30/2015,10/31/2015,Fairfield Transportation Center,2000 Cadenasso Drive,Fairfield,CA,94533,,,9,http://www.ci.fairfield.ca.us/,1648,40010019,129,"505,849",240,"Fairfield, CA",,"133,683","3,388",39,Y,,42,42,,
90093,9093,Redding Area Bus Authority,RABA,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,6/30/2015,10/31/2015,777 Cypress Avenue,,Redding,CA,96001,,,9,http://www.rabaride.com/,1629,556912103,100,"117,478",267,"Redding, CA",,"117,731","1,657",71,Y,,29,29,,
90095,9095,San Diego Association of Governments,SANDAG,,Active,Full Reporter,Full Reporter,"MPO, COG or Other Planning Agency", ,,,6/30/2015,10/31/2015,401 B Street,Suite 800,San Diego,CA,92101,,,9,http://www.sandag.org/,1620,94016941,"11,173","4,997,084",15,"San Diego, CA",,"2,956,746","4,037",732,Y,,714,714,,
90119,9119,Laguna Beach Municipal Transit,CLB,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,6/30/2015,10/31/2015,505 Forest Avenue,,Laguna Beach,CA,92651,,,9,http://www.lagunabeachcity.net/,1705,809135552,9,"22,723",69,"Mission Viejo-Lake Forest-San Clemente, CA",,"583,681","3,878",151,N,25,,25,,
90121,9121,Antelope Valley Transit Authority,AVTA,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,6/30/2015,10/31/2015,42210 6th Street West,,Lancaster,CA,93534,7124,,9,http://www.avta.com/,5564,45578353,"1,200","349,050",112,"Lancaster-Palmdale, CA",,"341,219","2,954",116,Y,,73,73,,
